24.6,6.9,17.6,18.1,5.1,4.6,23.2
23.7,8.9,15.8,17.6,5.2,4.2,24.7
21.1,6.6,20.6,19.1,5.0,3.9,23.8
21.0,8.0,18.1,18.2,5.3,4.3,25.1
19.9,7.0,19.7,17.6,5.0,4.0,26.9
20.0,7.4,20.2,18.3,5.7,3.5,24.9
22.0,8.0,22.0,21.0,6.4,5.4,15.1
