3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8385,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,0,background
2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,0,background
2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7632,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6493,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6214,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,0,background
2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6877,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6871,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5704,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4649,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4621,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3831,0,0,0,0,0,0,0,0,0,-0.08203125,0,0,0,0,0,0,0,0,0,0.365234375,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,0,0,0,0,0,0,0,0,0,-0.08203125,0,0,0,0,0,0,0,0,0,0.365234375,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,0,0,0,0,0,0,0,0,0,-0.08203125,0,0,0,0,0,0,0,0,0,0.365234375,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4260,0,0,0,0,0,0,0,0,0,-0.08203125,0,0,0,0,0,0,0,0,0,0.365234375,0,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4806,0,0,0,0,0,0,0,0,0,-0.09375,0,0,0,0,0,0,0,0,0,0.36328125,0,0,0,0,0,0,0,background
3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4580,0,0,0,0,0,0,0,0,0,-0.08203125,0,0,0,0,0,0,0,0,0,0.365234375,0,0,0,0,0,0,0,background
